[DEBUG] [2022-11-06 15:58:07] AbstractApplicationContext.prepareRefresh(629) | Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@17c68925
[DEBUG] [2022-11-06 15:58:07] NativeLibraryLoader.loadLibrary(384) | Successfully loaded the library /var/folders/rc/fnqhpbkd16z6v2b00r9wk_xr0000gn/T/libnetty_tcnative_osx_x86_643918655261926939087.dylib
[DEBUG] [2022-11-06 15:58:07] NativeLibraryLoader.loadFirstAvailable(106) | Loaded library with name 'netty_tcnative_osx_x86_64'
[DEBUG] [2022-11-06 15:58:07] OpenSsl.<clinit>(159) | Initialize netty-tcnative using engine: 'default'
[DEBUG] [2022-11-06 15:58:07] OpenSsl.<clinit>(184) | netty-tcnative using native library: OpenSSL/TaSSL 1.0.2o  27 Mar 2018
[DEBUG] [2022-11-06 15:58:07] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@4b7e96a
[DEBUG] [2022-11-06 15:58:07] Recycler.<clinit>(85) | -Dio.netty.recycler.maxCapacityPerThread: 4096
[DEBUG] [2022-11-06 15:58:07] Recycler.<clinit>(86) | -Dio.netty.recycler.ratio: 8
[DEBUG] [2022-11-06 15:58:07] Recycler.<clinit>(87) | -Dio.netty.recycler.chunkSize: 32
[DEBUG] [2022-11-06 15:58:07] Recycler.<clinit>(88) | -Dio.netty.recycler.blocking: false
[INFO] [2022-11-06 15:58:07] OpenSsl.<clinit>(357) | Using supported configured namedGroups: [SM2, secp256k1, secp256r1, secp384r1, secp521r1]. Unsupported namedGroups: [x25519]. 
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 => ECDHE-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_AES_256_GCM_SHA384 => ECDHE-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 => ECDHE-ECDSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 => ECDHE-ECDSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384 => ECDHE-RSA-AES256-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_AES_256_CBC_SHA384 => ECDHE-RSA-AES256-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384 => ECDHE-ECDSA-AES256-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384 => ECDHE-ECDSA-AES256-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA => ECDHE-RSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_AES_256_CBC_SHA => ECDHE-RSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA => ECDHE-ECDSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_CBC_SHA => ECDHE-ECDSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_DSS_WITH_AES_256_CBC_SHA => SRP-DSS-AES-256-CBC-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_DSS_WITH_AES_256_CBC_SHA => SRP-DSS-AES-256-CBC-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_RSA_WITH_AES_256_CBC_SHA => SRP-RSA-AES-256-CBC-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_RSA_WITH_AES_256_CBC_SHA => SRP-RSA-AES-256-CBC-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_WITH_AES_256_CBC_SHA => SRP-AES-256-CBC-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_WITH_AES_256_CBC_SHA => SRP-AES-256-CBC-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_AES256_GCM_SHA384 => DH-DSS-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_AES256_GCM_SHA384 => DH-DSS-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_GCM_SHA384 => DHE-DSS-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_GCM_SHA384 => DHE-DSS-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_GCM_SHA384 => DH-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_GCM_SHA384 => DH-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_GCM_SHA384 => DHE-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_GCM_SHA384 => DHE-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_CBC_SHA256 => DHE-RSA-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_CBC_SHA256 => DHE-RSA-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_CBC_SHA256 => DHE-DSS-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_CBC_SHA256 => DHE-DSS-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_SHA256 => DH-RSA-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_SHA256 => DH-RSA-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_AES256_SHA256 => DH-DSS-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_AES256_SHA256 => DH-DSS-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_CBC_SHA => DHE-RSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_CBC_SHA => DHE-RSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_CBC_SHA => DHE-DSS-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_CBC_SHA => DHE-DSS-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_SHA => DH-RSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_SHA => DH-RSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_AES256_SHA => DH-DSS-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_AES256_SHA => DH-DSS-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_CAMELLIA256_SHA => DHE-RSA-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_CAMELLIA256_SHA => DHE-RSA-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_CAMELLIA256_SHA => DHE-DSS-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_CAMELLIA256_SHA => DHE-DSS-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_CAMELLIA256_SHA => DH-RSA-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_CAMELLIA256_SHA => DH-RSA-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_CAMELLIA256_SHA => DH-DSS-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_CAMELLIA256_SHA => DH-DSS-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_anon_WITH_AES_256_CBC_SHA => AECDH-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_anon_WITH_AES_256_CBC_SHA => AECDH-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DH_anon_WITH_AES_256_GCM_SHA384 => ADH-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DH_anon_WITH_AES_256_GCM_SHA384 => ADH-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DH_anon_WITH_AES_256_CBC_SHA256 => ADH-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DH_anon_WITH_AES_256_CBC_SHA256 => ADH-AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DH_anon_WITH_AES_256_CBC_SHA => ADH-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DH_anon_WITH_AES_256_CBC_SHA => ADH-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DH_anon_WITH_CAMELLIA256_SHA => ADH-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DH_anon_WITH_CAMELLIA256_SHA => ADH-CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_RSA_WITH_AES_256_GCM_SHA384 => ECDH-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_RSA_WITH_AES_256_GCM_SHA384 => ECDH-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_AES_256_GCM_SHA384 => ECDH-ECDSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_AES_256_GCM_SHA384 => ECDH-ECDSA-AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_RSA_WITH_AES_256_CBC_SHA384 => ECDH-RSA-AES256-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_RSA_WITH_AES_256_CBC_SHA384 => ECDH-RSA-AES256-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA384 => ECDH-ECDSA-AES256-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_AES_256_CBC_SHA384 => ECDH-ECDSA-AES256-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_RSA_WITH_AES_256_CBC_SHA => ECDH-RSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_RSA_WITH_AES_256_CBC_SHA => ECDH-RSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA => ECDH-ECDSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_AES_256_CBC_SHA => ECDH-ECDSA-AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_AES_256_GCM_SHA384 => AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_AES_256_GCM_SHA384 => AES256-GCM-SHA384
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_AES_256_CBC_SHA256 => AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_AES_256_CBC_SHA256 => AES256-SHA256
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_AES_256_CBC_SHA => AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_AES_256_CBC_SHA => AES256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_CAMELLIA256_SHA => CAMELLIA256-SHA
[DEBUG] [2022-11-06 15:58:07] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_CAMELLIA256_SHA => CAMELLIA256-SHA
